Height (mm);Total slice surface (mm√Ω)
167.580;6774.809
167.700;6726.733
167.820;6674.911
167.940;6621.467
168.060;6606.760
168.180;6565.009
168.300;6524.426
168.420;6484.649
168.540;6445.574
168.660;6407.166
168.780;6370.194
168.900;6330.573
169.020;6291.142
169.140;6252.541
169.260;6214.792
169.380;6177.881
169.500;6141.706
169.620;6106.157
169.740;6071.241
169.860;6036.959
169.980;6003.511
170.100;5971.001
170.220;5939.350
170.340;5908.656
170.460;5878.100
170.580;5845.021
170.700;5813.380
170.820;5782.995
170.940;5753.828
171.060;5726.375
171.180;5702.571
171.300;5682.663
171.420;5662.922
171.540;5643.491
171.660;5624.946
171.780;5608.311
171.900;5600.307
172.020;5572.840
172.140;5544.583
172.260;5515.332
172.380;5484.697
172.500;5451.569
172.620;5415.173
172.740;5371.089
172.860;5324.727
172.980;5281.571
173.100;5239.510
173.220;5197.812
173.340;5159.678
173.460;5121.974
173.580;5084.501
173.700;5047.448
173.820;5010.586
173.940;4973.981
174.060;4937.391
174.180;4901.013
174.300;4864.706
174.420;4828.607
174.540;4792.705
174.660;4756.591
174.780;4720.299
174.900;4683.470
175.020;4640.327
175.140;4595.134
175.260;4552.832
175.380;4511.000
175.500;4441.947
175.620;4401.927
175.740;4364.169
175.860;4335.069
175.980;4294.186
176.100;4244.742
176.220;4194.990
176.340;4144.930
176.460;4095.686
176.580;4046.930
176.700;3998.540
176.820;3950.606
176.940;3906.336
177.060;3867.408
177.180;3824.969
177.300;3782.858
177.420;3741.012
177.540;4407.296
177.660;4365.987
177.780;4069.784
177.900;4030.795
178.020;3991.652
178.140;3953.120
178.260;3915.275
178.380;3878.096
178.500;3841.657
178.620;3805.942
178.740;3770.933
178.860;3736.682
178.980;3700.624
179.100;3665.054
179.220;3634.674
179.340;3605.312
179.460;3577.213
179.580;3550.133
179.700;3519.833
179.820;3489.585
179.940;3460.054
180.060;3249.534
180.180;3200.202
180.300;3157.408
180.420;3116.939
180.540;1718.575
180.660;1674.945
180.780;1633.078
180.900;1595.454
181.020;1565.313
181.140;1536.127
181.260;1508.033
181.380;1480.677
181.500;1454.544
181.620;1429.219
181.740;1405.779
181.860;1383.241
181.980;1361.814
182.100;1341.368
182.220;2618.600
182.340;2601.082
182.460;2584.163
182.580;2575.085
182.700;2570.393
182.820;2571.872
182.940;2573.417
183.060;2574.961
183.180;2576.798
183.300;1472.445
183.420;1451.390
183.540;1472.944
183.660;1491.283
183.780;1505.728
183.900;1517.809
184.020;1528.046
184.140;1537.304
184.260;1545.561
184.380;1552.981
184.500;1559.998
184.620;1567.688
184.740;1574.407
184.860;1580.076
184.980;1584.332
185.100;1585.796
185.220;1297.165
185.340;1306.350
185.460;1314.866
185.580;1322.324
185.700;1311.622
185.820;1294.970
185.940;1278.892
186.060;1263.719
186.180;1249.286
186.300;1235.810
186.420;1223.897
186.540;1225.255
186.660;1238.895
186.780;1252.666
186.900;1266.427
187.020;1280.181
187.140;1295.071
187.260;1310.544
187.380;1325.918
187.500;1341.436
187.620;1357.082
187.740;1372.721
187.860;1388.410
187.980;1665.587
188.100;1745.368
188.220;1797.653
188.340;1842.076
188.460;1881.957
188.580;1919.011
188.700;1954.061
188.820;2371.283
188.940;2572.818
189.060;2734.077
189.180;2870.212
189.300;2992.752
189.420;3105.483
189.540;3208.867
189.660;3305.086
189.780;3397.036
189.900;3487.204
190.020;3569.609
190.140;3653.226
190.260;3734.306
190.380;3809.103
190.500;3853.492
190.620;3923.933
190.740;3994.157
190.860;4061.562
190.980;4128.998
191.100;4192.183
191.220;4254.105
191.340;4309.907
191.460;4344.937
191.580;4417.292
191.700;4491.776
191.820;4565.223
191.940;4646.907
192.060;4724.422
192.180;4814.193
192.300;4908.556
192.420;5004.204
192.540;5101.775
192.660;5205.614
192.780;5309.840
192.900;5415.711
193.020;5298.504
193.140;5240.346
193.260;5233.292
193.380;5252.519
193.500;5283.675
193.620;5325.831
193.740;5379.506
193.860;5445.257
193.980;5509.723
194.100;5574.907
194.220;5637.936
194.340;5698.972
194.460;7563.761
194.580;7626.959
194.700;7694.127
194.820;7759.514
194.940;7838.860
195.060;8139.812
195.180;8198.567
195.300;8265.228
195.420;8330.611
195.540;8419.926
195.660;8483.923
195.780;8548.674
195.900;8611.625
196.020;8663.993
196.140;8714.552
196.260;8762.033
196.380;8806.214
196.500;8978.550
196.620;9147.422
196.740;9269.035
196.860;9371.977
196.980;9367.672
197.100;9298.899
197.220;9290.704
197.340;9293.691
197.460;8354.161
197.580;8353.491
197.700;8354.163
197.820;8356.088
197.940;6955.552
198.060;6903.188
198.180;6872.678
198.300;6849.389
198.420;6833.849
198.540;6816.355
198.660;6801.548
198.780;6790.342
198.900;6776.849
199.020;6772.140
199.140;6771.886
199.260;6779.698
199.380;6796.267
199.500;6813.240
199.620;6837.591
199.740;6857.219
199.860;6869.072
199.980;6883.416
200.100;6902.659
200.220;6922.290
200.340;6935.159
200.460;6958.328
200.580;6920.565
200.700;6884.076
200.820;6845.153
200.940;6811.680
201.060;6787.797
201.180;6759.698
201.300;6733.494
201.420;6699.851
201.540;6673.594
201.660;6651.079
201.780;6628.640
201.900;6607.391
202.020;6587.063
202.140;6572.909
202.260;6554.429
202.380;6537.885
202.500;6523.936
202.620;6512.402
202.740;6505.286
202.860;6506.216
202.980;7933.197
203.100;7913.476
203.220;7893.410
203.340;7874.883
203.460;7859.494
203.580;7849.010
203.700;7846.301
203.820;7857.793
203.940;7926.990
204.060;7934.216
204.180;7840.560
204.300;7729.250
204.420;7572.346
204.540;7414.855
204.660;7389.371
204.780;7351.919
204.900;7306.104
205.020;7255.389
205.140;7206.180
205.260;7154.028
205.380;7118.233
205.500;7038.844
205.620;6983.024
205.740;6933.481
205.860;6890.048
205.980;6818.368
206.100;6735.519
206.220;6673.983
206.340;6626.633
206.460;6580.064
206.580;6533.411
206.700;6491.187
206.820;6451.890
206.940;6417.756
207.060;6393.256
207.180;6362.430
207.300;6342.115
207.420;6330.832
207.540;5253.339
207.660;5263.092
207.780;5296.707
207.900;5375.599
208.020;5517.797
208.140;5429.834
208.260;5343.483
208.380;5256.707
208.500;5171.963
208.620;5086.641
208.740;5003.438
208.860;4912.203
208.980;4822.244
209.100;4717.380
209.220;4612.265
209.340;4508.547
209.460;4394.624
209.580;4333.813
209.700;4255.427
209.820;4176.563
209.940;4099.793
210.060;4033.999
210.180;3967.520
210.300;3897.642
210.420;3829.294
210.540;3785.267
210.660;3711.725
210.780;3635.387
210.900;3554.908
211.020;3472.033
211.140;3384.003
211.260;3292.232
211.380;3198.046
211.500;3094.766
211.620;2982.123
211.740;2859.676
211.860;2723.632
211.980;2562.461
212.100;2361.033
212.220;1943.916
212.340;1908.959
212.460;1871.988
212.580;1832.176
212.700;1787.833
212.820;1735.632
212.940;1655.945
213.060;1378.863
213.180;1363.253
213.300;1347.688
213.420;1332.114
213.540;1316.681
213.660;1301.395
213.780;1285.820
213.900;1272.083
214.020;1258.374
214.140;1244.662
214.260;1230.948
214.380;1217.377
214.500;1203.832
214.620;1202.465
214.740;1207.992
214.860;1213.958
214.980;1220.201
215.100;1226.922
215.220;1233.829
215.340;1240.883
215.460;1248.234
215.580;1255.689
215.700;1263.233
215.820;1629.524
215.940;1658.149
216.060;1692.634
216.180;1728.546
216.300;1763.102
216.420;1845.400
216.540;1968.073
216.660;2096.916
216.780;2209.176
216.900;2241.914
217.020;2280.191
217.140;2341.185
217.260;3414.146
217.380;3434.584
217.500;3441.711
217.620;3480.335
217.740;3519.125
217.860;3557.717
217.980;3596.646
218.100;3635.633
218.220;2568.145
218.340;2607.413
218.460;2646.788
218.580;2686.587
218.700;2726.345
218.820;2915.050
218.940;2942.399
219.060;2967.323
219.180;2992.264
219.300;3017.020
219.420;3043.203
219.540;3071.323
219.660;3101.057
219.780;3131.810
219.900;3163.800
220.020;3196.860
220.140;3230.790
220.260;3266.325
220.380;3292.654
220.500;4660.498
220.620;4685.840
220.740;4714.359
220.860;4749.275
220.980;4952.161
221.100;4964.532
221.220;4977.576
221.340;5000.287
221.460;5041.265
221.580;5086.621
221.700;5139.069
221.820;5193.657
221.940;5250.206
222.060;5308.491
222.180;5369.928
222.300;5443.791
222.420;5525.320
222.540;5622.078
222.660;5719.921
222.780;5818.993
222.900;5918.900
223.020;6019.280
223.140;6123.037
223.260;6241.436
223.380;6361.116
223.500;5764.855
223.620;5872.846
223.740;5981.385
223.860;6074.538
223.980;6161.900
224.100;6248.245
224.220;6332.922
224.340;6414.145
224.460;6491.535
224.580;6567.590
224.700;6641.986
224.820;6714.941
224.940;6786.757
225.060;6864.900
225.180;6944.487
225.300;7024.818
225.420;7105.668
225.540;7214.837
225.660;7291.024
225.780;7355.693
225.900;7418.589
226.020;7479.865
226.140;7542.558
226.260;7602.381
226.380;7659.261
226.500;7715.059
226.620;7769.724
226.740;7823.410
226.860;7876.155
226.980;7928.049
227.100;7979.140
227.220;8029.657
227.340;8080.147
227.460;8130.390
227.580;8179.989
227.700;8228.061
227.820;8275.127
227.940;8321.536
228.060;8367.241
228.180;8407.482
228.300;8447.272
228.420;8487.268
228.540;8526.485
228.660;8564.509
228.780;8601.038
228.900;8635.475
229.020;8666.237
229.140;8693.526
229.260;8718.384
229.380;8741.215
229.500;8762.245
229.620;8780.127
229.740;8796.780
229.860;8813.120
229.980;8828.854
230.100;8843.235
230.220;8848.023
230.340;8841.425
230.460;8833.791
230.580;8826.238
230.700;8817.985
230.820;8808.552
230.940;8798.218
231.060;8787.047
231.180;8774.410
231.300;8760.527
231.420;8745.569
231.540;8729.613
231.660;8713.494
231.780;8697.763
231.900;8682.231
232.020;8667.216
232.140;8652.084
232.260;8638.103
232.380;8625.276
232.500;8613.849
232.620;8603.444
232.740;8593.195
232.860;8583.103
232.980;8546.909
233.100;8542.266
233.220;8540.154
233.340;8540.365
233.460;7736.744
233.580;7741.776
233.700;7747.910
233.820;7753.691
233.940;7759.370
234.060;7795.599
234.180;7844.769
234.300;7895.154
234.420;7948.379
234.540;8003.712
234.660;8060.523
234.780;8119.072
234.900;8178.654
235.020;8238.097
235.140;8297.334
235.260;8355.928
235.380;8414.023
235.500;8472.261
235.620;8530.351
235.740;8588.697
235.860;8646.785
235.980;8703.755
236.100;8760.655
236.220;8817.961
236.340;8873.630
236.460;8926.462
236.580;8979.180
236.700;9032.257
236.820;9085.658
236.940;9139.616
237.060;9193.368
237.180;9248.522
237.300;9306.272
237.420;9365.641
237.540;9426.691
237.660;9489.371
237.780;9552.858
237.900;9616.593
238.020;9709.877
238.140;9775.536
238.260;9839.775
238.380;9900.068
238.500;9959.762
238.620;10019.253
238.740;10075.832
238.860;10117.444
238.980;10130.486
239.100;10133.490
239.220;10136.792
239.340;10161.143
239.460;10238.931
239.580;10301.526
239.700;10357.160
239.820;10400.224
239.940;10445.798
240.060;10489.719
240.180;10526.287
240.300;10573.739
240.420;10625.171
240.540;10682.694
240.660;10739.525
240.780;10794.957
240.900;10844.815
241.020;10890.539
241.140;10934.816
241.260;10973.752
241.380;11003.065
241.500;11027.500
241.620;11052.392
241.740;11076.932
241.860;11099.301
241.980;11115.705
242.100;11135.015
242.220;11158.169
242.340;11184.756
242.460;11208.868
242.580;11226.621
242.700;11245.382
242.820;11266.826
242.940;11261.154
243.060;11286.102
243.180;11311.928
243.300;11338.262
243.420;11387.029
243.540;11438.704
243.660;11477.775
243.780;11514.607
243.900;11555.799
244.020;11596.427
244.140;11639.652
244.260;11683.149
244.380;11712.647
244.500;11756.174
244.620;11801.212
244.740;11509.666
244.860;11560.114
244.980;11614.044
245.100;11661.161
245.220;11711.468
245.340;11756.733
245.460;11717.284
245.580;11761.131
245.700;11798.638
245.820;11833.386
245.940;11870.496
246.060;11891.738
246.180;11900.976
246.300;11899.962
246.420;11898.637
246.540;11892.575
246.660;11884.097
246.780;11873.440
246.900;11860.243
247.020;11848.857
247.140;11836.565
247.260;11828.658
247.380;11811.310
247.500;11763.441
247.620;11732.320
247.740;11698.562
247.860;11667.273
247.980;11645.274
248.100;11626.845
248.220;11610.024
248.340;11591.975
248.460;11570.802
248.580;11550.602
248.700;11527.335
248.820;11493.854
248.940;11456.880
249.060;10466.714
249.180;10263.113
249.300;10222.056
249.420;10162.821
249.540;10099.589
249.660;10045.584
249.780;10509.545
249.900;10463.691
250.020;11519.845
250.140;11450.545
250.260;11380.057
250.380;11308.168
250.500;11229.188
250.620;11148.832
250.740;11069.777
250.860;10993.128
250.980;10935.571
251.100;10889.288
251.220;10840.846
251.340;10793.633
251.460;10760.522
251.580;10734.253
251.700;10657.332
251.820;10609.240
251.940;10566.704
252.060;10524.017
252.180;10479.139
252.300;10439.666
252.420;10400.769
252.540;10361.312
252.660;10325.852
252.780;10290.407
252.900;10252.853
253.020;10199.327
253.140;10163.824
253.260;10135.589
253.380;10116.227
253.500;10081.432
253.620;10041.953
253.740;10005.766
253.860;9967.637
253.980;9924.788
254.100;9877.113
254.220;9835.876
254.340;9793.035
254.460;9751.555
254.580;9716.025
254.700;9680.752
254.820;9652.702
254.940;9624.378
255.060;9596.661
255.180;9654.715
255.300;9642.463
255.420;9654.518
255.540;9637.601
255.660;9585.346
255.780;9544.615
255.900;9508.766
256.020;9467.198
256.140;9414.585
256.260;9358.859
256.380;9300.095
256.500;9223.459
256.620;9155.161
256.740;9088.201
256.860;9028.506
256.980;8976.606
257.100;8928.700
257.220;8884.718
257.340;8872.444
257.460;8828.871
257.580;8786.782
257.700;8769.968
257.820;8720.240
257.940;8669.898
258.060;8626.705
258.180;8572.799
258.300;8517.513
258.420;8457.625
258.540;8398.823
258.660;8340.902
258.780;8277.566
258.900;8212.806
259.020;8149.467
259.140;8084.869
259.260;8011.862
259.380;7917.569
259.500;7850.700
259.620;7806.433
259.740;7768.007
259.860;7723.299
259.980;7679.192
260.100;7634.691
260.220;7592.611
260.340;7550.569
260.460;7505.619
260.580;7458.406
260.700;7411.421
260.820;7374.466
260.940;7344.508
261.060;7313.456
261.180;7282.706
261.300;7252.999
261.420;7226.128
261.540;7203.275
261.660;7201.723
261.780;7201.488
261.900;7202.546
262.020;7205.899
262.140;7210.035
262.260;7213.557
262.380;7215.780
262.500;7217.637
262.620;7219.078
262.740;7190.807
262.860;7188.069
262.980;7182.018
263.100;7171.066
263.220;7157.520
263.340;7139.562
263.460;7119.771
263.580;7131.782
263.700;7135.265
263.820;7136.843
263.940;7137.204
264.060;7134.859
264.180;7130.453
264.300;7125.122
264.420;7119.236
264.540;7113.329
264.660;7106.608
264.780;7098.485
264.900;7087.207
265.020;7074.893
265.140;7063.114
265.260;7051.594
265.380;7040.237
265.500;7027.338
265.620;7005.803
265.740;7003.627
265.860;7001.556
265.980;6999.971
266.100;6999.353
266.220;6998.152
266.340;6996.057
266.460;6993.104
266.580;6989.158
266.700;6984.320
266.820;6978.413
266.940;6971.475
267.060;6963.421
267.180;7760.209
267.300;7748.960
267.420;7735.187
267.540;7715.552
267.660;7691.762
267.780;7717.176
267.900;7716.042
268.020;7715.432
268.140;7714.735
268.260;7714.092
268.380;7713.741
268.500;7713.688
268.620;7713.876
268.740;7713.622
268.860;7712.971
268.980;7711.868
269.100;7710.211
269.220;7707.829
269.340;7704.771
269.460;7701.042
269.580;7696.290
269.700;7690.201
269.820;7682.768
269.940;7673.637
270.060;7662.543
270.180;7641.665
270.300;7618.493
270.420;7594.207
270.540;7569.571
270.660;7544.799
270.780;7519.216
270.900;7493.615
271.020;7467.618
271.140;7440.843
271.260;7415.624
271.380;7393.235
271.500;7376.401
271.620;7378.882
271.740;7343.387
271.860;7307.569
271.980;7271.520
272.100;7235.148
272.220;7197.540
272.340;7159.157
272.460;7120.303
272.580;7080.674
272.700;7034.891
272.820;6985.671
272.940;6936.576
273.060;6888.531
273.180;6841.368
273.300;6795.957
273.420;6756.943
273.540;6716.270
273.660;6675.880
273.780;6635.719
273.900;6596.212
274.020;6554.111
274.140;6511.877
274.260;6470.052
274.380;6428.643
274.500;6392.316
274.620;6356.775
274.740;6318.971
274.860;6280.492
274.980;6243.190
275.100;6206.812
275.220;6143.826
275.340;6110.919
275.460;6082.505
275.580;6077.310
275.700;6049.867
275.820;6002.708
275.940;5951.400
276.060;5896.496
276.180;5839.890
276.300;5783.343
276.420;5726.663
276.540;5669.776
276.660;5611.200
276.780;5549.585
276.900;5490.370
277.020;5433.215
277.140;5375.764
277.260;6022.566
277.380;5953.958
277.500;5375.344
277.620;5311.189
277.740;5246.873
277.860;5183.910
277.980;5122.365
278.100;5062.317
278.220;5003.696
278.340;4946.468
278.460;4890.484
278.580;4835.790
278.700;4782.441
278.820;4730.646
278.940;4680.334
279.060;4631.077
279.180;4583.094
279.300;4536.658
279.420;4501.394
279.540;4471.502
279.660;4442.693
279.780;4234.416
279.900;4186.661
280.020;4145.640
280.140;4108.769
280.260;2718.002
280.380;2681.864
280.500;2649.637
280.620;2623.216
280.740;2597.345
280.860;2572.230
280.980;2547.998
281.100;2524.273
281.220;2487.870
281.340;2450.705
281.460;2416.592
281.580;2383.148
281.700;2350.759
281.820;2319.423
281.940;3586.301
282.060;3558.351
282.180;3532.316
282.300;3513.851
282.420;3507.478
282.540;3500.971
282.660;3494.108
282.780;3486.882
282.900;3479.406
283.020;2364.869
283.140;2323.826
283.260;2325.269
283.380;2323.316
283.500;2317.383
283.620;2308.804
283.740;2298.114
283.860;2286.090
283.980;2272.328
284.100;2247.392
284.220;2221.393
284.340;2196.035
284.460;2169.627
284.580;2141.675
284.700;2111.578
284.820;2076.661
284.940;1462.257
285.060;1444.128
285.180;1425.266
285.300;1385.769
285.420;1320.705
285.540;1260.311
285.660;1211.243
285.780;1201.904
285.900;1203.256
286.020;1205.154
286.140;1211.640
286.260;1225.255
286.380;1238.895
286.500;1252.666
286.620;1266.427
286.740;1280.181
286.860;1295.071
286.980;1310.544
287.100;1325.918
287.220;1341.436
287.340;1357.082
287.460;1372.721
287.580;1388.410
287.700;1665.587
287.820;1745.368
287.940;1797.653
288.060;1842.076
288.180;1881.957
288.300;1919.011
288.420;1954.061
288.540;2371.283
288.660;2572.818
288.780;2734.077
288.900;2870.212
289.020;2992.752
289.140;3105.483
289.260;3208.867
289.380;3305.706
289.500;3396.537
289.620;3484.402
289.740;3565.574
289.860;3650.928
289.980;3731.061
290.100;3806.243
290.220;3853.009
290.340;3921.357
290.460;3992.011
290.580;4059.761
290.700;4127.885
290.820;4192.638
290.940;4254.105
291.060;4311.122
291.180;4347.048
291.300;4418.374
291.420;4493.389
291.540;4567.999
291.660;4648.949
291.780;4726.614
291.900;4815.209
292.020;4909.118
292.140;5004.790
292.260;5103.125
292.380;5207.053
292.500;5311.332
292.620;5416.060
292.740;5297.004
292.860;5238.946
292.980;5231.556
293.100;5251.900
293.220;5284.266
293.340;5328.237
293.460;5383.384
293.580;5449.876
293.700;5514.874
293.820;5581.228
293.940;5645.217
294.060;5705.522
294.180;7560.603
294.300;7621.552
294.420;7686.890
294.540;7752.559
294.660;7833.152
294.780;8140.024
294.900;8198.382
295.020;8262.521
295.140;8325.161
295.260;8414.509
295.380;8480.645
295.500;8545.780
295.620;8608.403
295.740;8660.233
295.860;8710.354
295.980;8758.811
296.100;8802.033
296.220;8976.856
296.340;9151.972
296.460;9271.713
296.580;9374.024
296.700;9370.981
296.820;9304.753
296.940;9295.877
297.060;9296.885
297.180;8354.671
297.300;8352.987
297.420;8353.173
297.540;8354.407
297.660;6954.957
297.780;6902.994
297.900;6872.676
298.020;6849.389
298.140;6833.847
298.260;6816.355
298.380;6801.548
298.500;6790.342
298.620;6776.849
298.740;6772.140
298.860;6771.887
298.980;6779.698
299.100;6796.269
299.220;6813.242
299.340;6837.592
299.460;6857.219
299.580;6869.041
299.700;6880.976
299.820;6900.215
299.940;6919.849
300.060;6932.717
300.180;6955.886
300.300;6918.124
300.420;6881.634
300.540;6842.710
300.660;6809.240
300.780;6785.385
300.900;6763.300
301.020;6734.395
301.140;6700.949
301.260;6674.872
301.380;6652.509
301.500;6630.218
301.620;6609.166
301.740;6589.011
301.860;6575.020
301.980;6556.689
302.100;6540.291
302.220;6526.205
302.340;6514.496
302.460;6507.350
302.580;6508.278
302.700;7935.313
302.820;7915.661
302.940;7895.641
303.060;7877.332
303.180;7861.589
303.300;7851.278
303.420;7848.794
303.540;7860.725
303.660;7929.824
303.780;7936.885
303.900;7843.026
304.020;7731.517
304.140;7571.618
304.260;7413.296
304.380;7388.231
304.500;7350.589
304.620;7303.534
304.740;7254.106
304.860;7203.740
304.980;7150.607
305.100;7114.346
305.220;7034.767
305.340;6982.132
305.460;6933.988
305.580;6890.806
305.700;6820.084
305.820;6738.307
305.940;6677.808
306.060;6628.183
306.180;6582.414
306.300;6536.667
306.420;6494.713
306.540;6455.756
306.660;6421.314
306.780;6396.418
306.900;6366.064
307.020;6345.869
307.140;6334.586
307.260;5257.019
307.380;5266.333
307.500;5298.965
307.620;5378.427
307.740;5520.003
307.860;5431.385
307.980;5347.036
308.100;5259.665
308.220;5174.260
308.340;5088.394
308.460;5005.278
308.580;4913.995
308.700;4823.883
308.820;4717.012
308.940;4610.701
309.060;4504.265
309.180;4390.074
309.300;4328.739
309.420;4249.799
309.540;4170.422
309.660;4096.419
309.780;4029.843
309.900;3963.007
310.020;3893.385
310.140;3830.827
310.260;3786.783
310.380;3713.136
310.500;3636.020
310.620;3556.037
310.740;3473.800
310.860;3386.113
310.980;3295.150
311.100;3198.046
311.220;3094.766
311.340;2982.123
311.460;2859.676
311.580;2723.632
311.700;2562.462
311.820;2361.033
311.940;1943.916
312.060;1908.959
312.180;1871.988
312.300;1832.176
312.420;1787.833
312.540;1735.632
312.660;1655.945
312.780;1378.863
312.900;1363.253
313.020;1347.688
313.140;1332.114
313.260;1316.681
313.380;1301.395
313.500;1285.820
313.620;1272.083
313.740;1258.374
313.860;1244.662
313.980;1236.139
314.100;1244.882
314.220;1275.224
314.340;1327.248
314.460;1380.987
314.580;1435.823
314.700;1491.551
314.820;1548.329
314.940;1605.791
315.060;1652.719
315.180;1669.583
315.300;1685.787
315.420;1701.593
315.540;2194.750
315.660;2229.163
315.780;2236.342
315.900;2239.941
316.020;2241.238
316.140;2240.792
316.260;2245.342
316.380;2254.531
316.500;2262.497
316.620;2269.001
316.740;2284.957
316.860;2317.052
316.980;3354.048
317.100;3338.341
317.220;3309.173
317.340;3311.360
317.460;3313.548
317.580;3315.388
317.700;3317.386
317.820;3319.289
317.940;2222.744
318.060;2224.945
318.180;2229.926
318.300;2247.793
318.420;2266.270
318.540;2257.662
318.660;2279.961
318.780;2303.582
318.900;2328.555
319.020;2354.439
319.140;2381.683
319.260;2409.600
319.380;2438.712
319.500;2468.650
319.620;2499.750
319.740;2531.875
319.860;2576.077
319.980;2625.747
320.100;2677.410
320.220;4085.498
320.340;4142.428
320.460;4203.367
320.580;4271.973
320.700;4500.606
320.820;4549.589
320.940;4599.538
321.060;4650.418
321.180;4702.124
321.300;4754.618
321.420;4807.796
321.540;4861.526
321.660;4915.873
321.780;4960.971
321.900;5002.503
322.020;5049.962
322.140;5097.488
322.260;5145.179
322.380;5194.216
322.500;5253.562
322.620;5313.167
322.740;5376.675
322.860;5441.948
322.980;5764.107
323.100;5831.055
323.220;5190.080
323.340;5256.911
323.460;5323.661
323.580;5390.432
323.700;5444.780
323.820;5496.497
323.940;5548.320
324.060;5600.174
324.180;5651.964
324.300;5704.629
324.420;5757.344
324.540;5809.615
324.660;5861.083
324.780;5903.609
324.900;5934.037
325.020;5972.780
325.140;6012.975
325.260;6070.947
325.380;6100.832
325.500;6131.029
325.620;6161.509
325.740;6190.733
325.860;6219.078
325.980;6257.206
326.100;6302.307
326.220;6346.955
326.340;6391.151
326.460;6434.960
326.580;6478.302
326.700;6521.056
326.820;6560.852
326.940;6599.167
327.060;6640.324
327.180;6682.884
