Height (mm);Total slice surface (mm²)
169.14;47530.825
169.26;47407.013
169.38;47283.356
169.50;47159.866
169.62;47036.540
169.74;46913.373
169.86;46778.588
169.98;46641.644
170.10;46504.899
170.22;46368.370
170.34;46232.025
170.46;46095.889
170.58;45959.956
170.70;45824.212
170.82;45688.679
170.94;45553.341
171.06;45418.211
171.18;45283.280
171.30;45148.542
171.42;45014.008
171.54;44868.655
171.66;44720.141
171.78;44571.878
171.90;44423.873
172.02;44276.108
172.14;44128.578
172.26;43981.295
172.38;43834.258
172.50;43687.479
172.62;43540.938
172.74;43394.634
172.86;43248.598
172.98;43102.793
173.10;42957.241
173.22;42797.169
173.34;42637.402
173.46;42477.934
173.58;42318.754
173.70;42159.878
173.82;42001.305
173.94;41843.020
174.06;41685.045
174.18;41527.363
174.30;41369.988
174.42;41212.910
174.54;41056.124
174.66;40899.631
174.78;40734.894
174.90;40563.931
175.02;40393.311
175.14;40223.058
175.26;40053.153
175.38;39883.618
175.50;39714.449
175.62;39545.633
175.74;39377.179
175.86;39209.068
175.98;39041.344
176.10;38873.958
176.22;38706.936
176.34;38532.764
176.46;38350.933
176.58;38169.534
176.70;37988.554
176.82;37808.011
176.94;37627.909
177.06;37448.218
177.18;37268.974
177.30;37090.158
177.42;36911.762
177.54;36733.794
177.66;36556.266
177.78;36379.168
177.90;36190.036
178.02;35997.835
178.14;35806.131
178.26;35614.942
178.38;35424.263
178.50;35234.092
178.62;35044.444
178.74;34855.303
178.86;34666.665
178.98;34478.552
179.10;34290.944
179.22;34103.844
179.34;33909.539
179.46;33706.973
179.58;33505.010
179.70;33303.660
179.82;33102.920
179.94;32902.776
180.06;32703.240
180.18;32504.323
180.30;32306.000
180.42;32108.298
180.54;31911.189
180.66;31714.690
180.78;31508.879
180.90;31296.464
181.02;31084.779
181.14;30873.810
181.26;30663.558
181.38;30454.024
181.50;30245.207
181.62;30037.110
181.74;29829.725
181.86;29623.064
181.98;29417.122
182.10;29209.628
182.22;28987.288
182.34;28765.804
182.46;28545.151
182.58;28325.365
182.70;28106.418
182.82;27888.330
182.94;27671.081
183.06;27454.687
183.18;27239.133
183.30;27024.444
183.42;26808.024
183.54;26576.422
183.66;26345.827
183.78;26116.239
183.90;25887.653
184.02;25660.066
184.14;25433.486
184.26;25207.910
184.38;24983.348
184.50;24759.780
184.62;24537.219
184.74;24303.413
184.86;24063.485
184.98;23824.751
185.10;23587.206
185.22;23350.850
185.34;23115.681
185.46;22881.706
185.58;22648.917
185.70;22417.317
185.82;22186.920
185.94;21945.056
186.06;21696.641
186.18;21449.639
186.30;21204.053
186.42;20959.885
186.54;20717.130
186.66;20475.783
186.78;20235.852
186.90;19997.342
187.02;19757.643
187.14;19500.352
187.26;19244.749
187.38;18990.827
187.50;18738.597
187.62;18488.042
187.74;18239.185
187.86;17992.010
187.98;17746.518
188.10;17499.135
188.22;17234.074
188.34;16971.039
188.46;16710.021
188.58;16451.032
188.70;16194.064
188.82;15939.117
188.94;15686.191
189.06;15435.293
189.18;15168.272
189.30;14897.244
189.42;14628.658
189.54;14362.514
189.66;14098.817
189.78;13837.559
189.90;13578.738
190.02;13322.372
190.14;13045.071
190.26;12767.681
190.38;12493.276
190.50;12221.848
190.62;11953.399
190.74;11687.936
190.86;11425.449
190.98;11148.547
191.10;10863.979
191.22;10583.095
191.34;10305.893
191.46;10032.361
191.58;9762.512
191.70;9496.338
191.82;9205.213
191.94;8916.202
192.06;8631.798
192.18;8352.004
192.30;8076.817
192.42;7806.247
192.54;7511.627
192.66;7217.097
192.78;6928.456
192.90;6645.706
193.02;6368.851
193.14;6083.966
193.26;5781.403
193.38;5486.550
193.50;5199.420
193.62;4920.006
193.74;4626.169
193.86;4320.473
193.98;4025.230
194.10;3740.432
194.22;3451.660
194.34;3139.348
194.46;2841.842
194.58;2559.142
194.70;2249.886
194.82;1943.705
194.94;1659.911
195.06;1344.109
195.18;1045.846
195.30;740.738
195.42;447.077
195.54;138.149
195.66;0.000
195.78;0.000
195.90;0.000
196.02;0.000
196.14;0.000
196.26;0.000
196.38;0.000
196.50;0.000
196.62;0.000
196.74;0.000
196.86;0.000
196.98;0.000
197.10;0.000
197.22;0.000
197.34;0.000
197.46;0.000
197.58;0.000
197.70;0.000
197.82;0.000
197.94;0.000
198.06;0.000
198.18;0.000
198.30;0.000
198.42;0.000
198.54;0.000
198.66;0.000
198.78;0.000
198.90;0.000
199.02;0.000
199.14;0.000
199.26;0.000
199.38;0.000
199.50;0.000
199.62;0.000
199.74;0.000
199.86;0.000
199.98;0.000
200.10;0.000
200.22;0.000
200.34;0.000
200.46;0.000
200.58;0.000
200.70;0.000
200.82;0.000
200.94;0.000
201.06;0.000
201.18;0.000
201.30;0.000
201.42;0.000
201.54;0.000
201.66;0.000
201.78;0.000
201.90;0.000
202.02;0.000
202.14;0.000
202.26;0.000
202.38;0.000
202.50;0.000
202.62;0.000
202.74;0.000
202.86;0.000
202.98;0.000
203.10;0.000
203.22;0.000
203.34;0.000
203.46;0.000
203.58;0.000
203.70;0.000
203.82;0.000
203.94;0.000
204.06;0.000
204.18;0.000
204.30;0.000
204.42;0.000
204.54;0.000
204.66;0.000
204.78;0.000
204.90;0.000
205.02;0.000
205.14;0.000
205.26;0.000
205.38;138.149
205.50;447.077
205.62;740.738
205.74;1045.846
205.86;1344.109
205.98;1659.911
206.10;1943.705
206.22;2249.886
206.34;2559.142
206.46;2841.842
206.58;3139.348
206.70;3451.660
206.82;3740.432
206.94;4025.230
207.06;4320.473
207.18;4626.169
207.30;4920.006
207.42;5199.420
207.54;5486.550
207.66;5781.402
207.78;6083.966
207.90;6368.851
208.02;6645.706
208.14;6928.456
208.26;7217.097
208.38;7511.627
208.50;7806.247
208.62;8076.817
208.74;8352.004
208.86;8631.798
208.98;8916.202
209.10;9205.214
209.22;9496.338
209.34;9762.512
209.46;10032.361
209.58;10305.893
209.70;10583.095
209.82;10863.979
209.94;11148.547
210.06;11425.449
210.18;11687.936
210.30;11953.399
210.42;12221.848
210.54;12493.276
210.66;12767.681
210.78;13045.071
210.90;13322.373
211.02;13578.738
211.14;13837.559
211.26;14098.817
211.38;14362.514
211.50;14628.657
211.62;14897.244
211.74;15168.272
211.86;15435.293
211.98;15686.191
212.10;15939.117
212.22;16194.064
212.34;16451.032
212.46;16710.021
212.58;16971.039
212.70;17234.075
212.82;17499.135
212.94;17746.518
213.06;17992.010
213.18;18239.185
213.30;18488.042
213.42;18738.597
213.54;18990.827
213.66;19244.749
213.78;19500.352
213.90;19757.643
214.02;19997.342
214.14;20235.852
214.26;20475.783
214.38;20717.130
214.50;20959.885
214.62;21204.053
214.74;21449.639
214.86;21696.641
214.98;21945.056
215.10;22186.920
215.22;22417.317
215.34;22648.917
215.46;22881.707
215.58;23115.681
215.70;23350.850
215.82;23587.206
215.94;23824.751
216.06;24063.484
216.18;24303.413
216.30;24537.219
216.42;24759.780
216.54;24983.348
216.66;25207.910
216.78;25433.486
216.90;25660.066
217.02;25887.653
217.14;26116.239
217.26;26345.826
217.38;26576.422
217.50;26808.024
217.62;27024.444
217.74;27239.133
217.86;27454.687
217.98;27671.081
218.10;27888.330
218.22;28106.418
218.34;28325.365
218.46;28545.151
218.58;28765.804
218.70;28987.288
218.82;29209.628
218.94;29417.122
219.06;29623.064
219.18;29829.725
219.30;30037.111
219.42;30245.207
219.54;30454.024
219.66;30663.558
219.78;30873.810
219.90;31084.780
220.02;31296.464
220.14;31508.879
220.26;31714.690
220.38;31911.189
220.50;32108.298
220.62;32305.999
220.74;32504.323
220.86;32703.240
220.98;32902.776
221.10;33102.920
221.22;33303.660
221.34;33505.010
221.46;33706.973
221.58;33909.539
221.70;34103.844
221.82;34290.944
221.94;34478.552
222.06;34666.665
222.18;34855.303
222.30;35044.444
222.42;35234.092
222.54;35424.263
222.66;35614.942
222.78;35806.130
222.90;35997.835
223.02;36190.036
223.14;36379.168
223.26;36556.266
223.38;36733.794
223.50;36911.762
223.62;37090.158
223.74;37268.974
223.86;37448.218
223.98;37627.909
224.10;37808.011
224.22;37988.554
224.34;38169.534
224.46;38350.933
224.58;38532.764
224.70;38706.936
224.82;38873.958
224.94;39041.344
225.06;39209.068
225.18;39377.179
225.30;39545.633
225.42;39714.449
225.54;39883.618
225.66;40053.153
225.78;40223.058
225.90;40393.311
226.02;40563.931
226.14;40734.894
226.26;40899.627
226.38;41056.103
226.50;41212.879
226.62;41369.953
226.74;41527.321
226.86;41684.991
226.98;41842.959
227.10;42001.227
227.22;42159.791
227.34;42318.661
227.46;42477.823
227.58;42637.279
227.70;42797.055
227.82;42957.099
227.94;43102.691
228.06;43248.491
228.18;43394.558
228.30;43540.861
228.42;43687.400
228.54;43834.205
228.66;43981.237
228.78;44128.519
228.90;44276.054
229.02;44423.838
229.14;44571.854
229.26;44720.126
229.38;44868.649
229.50;45014.008
229.62;45148.542
229.74;45283.280
229.86;45418.211
229.98;45553.341
230.10;45688.679
230.22;45824.211
230.34;45959.956
230.46;46095.889
230.58;46232.025
230.70;46368.369
230.82;46504.899
230.94;46641.644
231.06;46778.588
231.18;46913.373
231.30;47036.540
231.42;47159.867
231.54;47283.356
231.66;47407.013
231.78;47530.826
231.90;47654.807
232.02;47778.945
232.14;47903.238
232.26;48027.701
232.38;48152.320
232.50;48277.113
232.62;48402.060
232.74;48527.163
232.86;48652.433
232.98;48766.479
233.10;48878.143
233.22;48989.933
233.34;49101.837
233.46;49213.879
233.58;49326.044
233.70;49438.350
233.82;49550.766
233.94;49663.319
234.06;49776.002
234.18;49888.815
234.30;50001.746
234.42;50114.812
234.54;50227.997
234.66;50338.398
234.78;50438.168
234.90;50538.054
235.02;50638.035
235.14;50738.112
235.26;50838.281
235.38;50938.551
235.50;51038.936
235.62;51139.406
235.74;51239.967
235.86;51340.636
235.98;51441.407
236.10;51542.281
236.22;51643.240
236.34;51744.303
236.46;51840.344
236.58;51928.128
236.70;52015.977
236.82;52103.914
236.94;52191.930
237.06;52279.992
237.18;52368.150
237.30;52456.379
237.42;52544.678
237.54;52633.066
237.66;52721.509
237.78;52810.038
237.90;52898.640
238.02;52987.319
238.14;53076.059
238.26;53160.306
238.38;53235.899
238.50;53311.531
238.62;53387.222
238.74;53462.956
238.86;53538.753
238.98;53614.607
239.10;53690.516
239.22;53766.482
239.34;53842.484
239.46;53918.549
239.58;53994.673
239.70;54070.842
239.82;54147.084
239.94;54223.358
240.06;54297.970
240.18;54361.212
240.30;54424.492
240.42;54487.803
240.54;54551.155
240.66;54614.550
240.78;54677.974
240.90;54741.442
241.02;54804.936
241.14;54868.474
241.26;54932.048
241.38;54995.653
241.50;55059.304
241.62;55122.986
241.74;55186.707
241.86;55250.467
241.98;55304.257
242.10;55355.024
242.22;55405.839
242.34;55456.677
242.46;55507.505
242.58;55558.390
242.70;55609.285
242.82;55660.208
242.94;55711.151
243.06;55762.121
243.18;55813.108
243.30;55864.126
243.42;55915.162
243.54;55966.217
243.66;56017.308
243.78;56064.774
243.90;56102.956
244.02;56141.136
244.14;56179.346
244.26;56217.566
244.38;56255.799
244.50;56294.033
244.62;56332.280
244.74;56370.566
244.86;56408.843
244.98;56447.130
245.10;56485.446
245.22;56523.760
245.34;56562.092
245.46;56600.436
245.58;56638.803
245.70;56668.217
245.82;56693.742
245.94;56719.286
246.06;56744.813
246.18;56770.368
246.30;56795.919
246.42;56821.474
246.54;56847.055
246.66;56872.615
246.78;56898.187
246.90;56923.770
247.02;56949.362
247.14;56974.948
247.26;57000.554
247.38;57026.152
247.50;57051.193
247.62;57063.961
247.74;57076.735
247.86;57089.524
247.98;57102.306
248.10;57115.082
248.22;57127.868
248.34;57140.664
248.46;57153.444
248.58;57166.243
248.70;57179.048
248.82;57191.825
248.94;57204.628
249.06;57217.422
249.18;57230.227
249.30;57243.012
249.42;57251.293
249.54;57251.293
249.66;57251.292
249.78;57251.294
249.90;57251.294
250.02;57251.292
250.14;57251.293
250.26;57251.293
250.38;57251.293
250.50;57251.293
250.62;57251.292
250.74;57251.294
250.86;57251.294
250.98;57251.292
251.10;57251.293
251.22;57251.293
251.34;57243.012
251.46;57230.227
251.58;57217.422
251.70;57204.628
251.82;57191.825
251.94;57179.049
252.06;57166.243
252.18;57153.444
252.30;57140.664
252.42;57127.868
252.54;57115.083
252.66;57102.306
252.78;57089.524
252.90;57076.735
253.02;57063.961
253.14;57051.193
253.26;57026.152
253.38;57000.554
253.50;56974.949
253.62;56949.363
253.74;56923.770
253.86;56898.187
253.98;56872.615
254.10;56847.055
254.22;56821.474
254.34;56795.920
254.46;56770.368
254.58;56744.813
254.70;56719.286
254.82;56693.742
254.94;56668.217
255.06;56638.803
255.18;56600.436
255.30;56562.093
255.42;56523.760
255.54;56485.446
255.66;56447.130
255.78;56408.843
255.90;56370.565
256.02;56332.281
256.14;56294.033
256.26;56255.800
256.38;56217.566
256.50;56179.347
256.62;56141.136
256.74;56102.956
256.86;56064.774
256.98;56017.308
257.10;55966.217
257.22;55915.162
257.34;55864.126
257.46;55813.108
257.58;55762.121
257.70;55711.150
257.82;55660.208
257.94;55609.285
258.06;55558.390
258.18;55507.505
258.30;55456.677
258.42;55405.839
258.54;55355.024
258.66;55304.257
258.78;55250.467
258.90;55186.707
259.02;55122.986
259.14;55059.304
259.26;54995.653
259.38;54932.048
259.50;54868.474
259.62;54804.936
259.74;54741.442
259.86;54677.974
259.98;54614.550
260.10;54551.155
260.22;54487.803
260.34;54424.492
260.46;54361.212
260.58;54297.970
260.70;54223.358
260.82;54147.084
260.94;54070.842
261.06;53994.673
261.18;53918.549
261.30;53842.485
261.42;53766.482
261.54;53690.517
261.66;53614.607
261.78;53538.753
261.90;53462.956
262.02;53387.222
262.14;53311.531
262.26;53235.899
262.38;53160.306
262.50;53076.059
262.62;52987.319
262.74;52898.640
262.86;52810.038
262.98;52721.509
263.10;52633.066
263.22;52544.678
263.34;52456.379
263.46;52368.150
263.58;52279.992
263.70;52191.930
263.82;52103.914
263.94;52015.977
264.06;51928.128
264.18;51840.344
264.30;51744.303
264.42;51643.240
264.54;51542.281
264.66;51441.407
264.78;51340.636
264.90;51239.967
265.02;51139.406
265.14;51038.936
265.26;50938.551
265.38;50838.280
265.50;50738.112
265.62;50638.035
265.74;50538.054
265.86;50438.169
265.98;50338.398
266.10;50227.997
266.22;50114.812
266.34;50001.746
266.46;49888.815
266.58;49776.002
266.70;49663.319
266.82;49550.766
266.94;49438.350
267.06;49326.044
267.18;49213.879
267.30;49101.837
267.42;48989.933
267.54;48878.143
267.66;48766.479
267.78;48652.433
267.90;48527.163
268.02;48402.060
268.14;48277.113
268.26;48152.320
268.38;48027.701
268.50;47903.238
268.62;47778.945
268.74;47654.807
268.86;47530.825
268.98;47407.013
269.10;47283.356
269.22;47159.866
269.34;47036.540
269.46;46913.373
269.58;46778.588
269.70;46641.644
269.82;46504.899
269.94;46368.370
270.06;46232.025
270.18;46095.889
270.30;45959.956
270.42;45824.212
270.54;45688.679
270.66;45553.341
270.78;45418.211
270.90;45283.280
271.02;45148.542
271.14;45014.008
271.26;44868.655
271.38;44720.141
271.50;44571.878
271.62;44423.873
271.74;44276.108
271.86;44128.578
271.98;43981.295
272.10;43834.258
272.22;43687.479
272.34;43540.938
272.46;43394.634
272.58;43248.598
272.70;43102.793
272.82;42957.241
272.94;42797.169
273.06;42637.402
273.18;42477.934
273.30;42318.754
273.42;42159.878
273.54;42001.305
273.66;41843.020
273.78;41685.045
273.90;41527.363
274.02;41369.988
274.14;41212.910
274.26;41056.124
274.38;40899.631
274.50;40734.894
274.62;40563.931
274.74;40393.311
274.86;40223.058
274.98;40053.153
275.10;39883.618
275.22;39714.449
275.34;39545.633
275.46;39377.179
275.58;39209.068
275.70;39041.344
275.82;38873.958
275.94;38706.936
276.06;38532.764
276.18;38350.933
276.30;38169.534
276.42;37988.554
276.54;37808.011
276.66;37627.909
276.78;37448.218
276.90;37268.974
277.02;37090.158
277.14;36911.762
277.26;36733.794
277.38;36556.266
277.50;36379.168
277.62;36190.036
277.74;35997.835
277.86;35806.131
277.98;35614.942
278.10;35424.263
278.22;35234.092
278.34;35044.444
278.46;34855.303
278.58;34666.665
278.70;34478.552
278.82;34290.944
278.94;34103.844
279.06;33909.539
279.18;33706.973
279.30;33505.010
279.42;33303.660
279.54;33102.920
279.66;32902.776
279.78;32703.240
279.90;32504.323
280.02;32306.000
280.14;32108.298
280.26;31911.189
280.38;31714.690
280.50;31508.879
280.62;31296.464
280.74;31084.779
280.86;30873.810
280.98;30663.558
281.10;30454.024
281.22;30245.207
281.34;30037.110
281.46;29829.725
281.58;29623.064
281.70;29417.122
281.82;29209.628
281.94;28987.288
282.06;28765.804
282.18;28545.151
282.30;28325.365
282.42;28106.418
282.54;27888.330
282.66;27671.081
282.78;27454.687
282.90;27239.133
283.02;27024.444
283.14;26808.024
283.26;26576.422
283.38;26345.827
283.50;26116.239
283.62;25887.653
283.74;25660.066
283.86;25433.486
283.98;25207.910
284.10;24983.348
284.22;24759.780
284.34;24537.219
284.46;24303.413
284.58;24063.485
284.70;23824.751
284.82;23587.206
284.94;23350.850
285.06;23115.681
285.18;22881.706
285.30;22648.917
285.42;22417.317
285.54;22186.920
285.66;21945.056
285.78;21696.641
285.90;21449.639
286.02;21204.053
286.14;20959.885
286.26;20717.130
286.38;20475.783
286.50;20235.852
286.62;19997.342
286.74;19757.643
286.86;19500.352
286.98;19244.749
287.10;18990.827
287.22;18738.597
287.34;18488.042
287.46;18239.185
287.58;17992.010
287.70;17746.518
287.82;17499.135
287.94;17234.074
288.06;16971.039
288.18;16710.021
288.30;16451.032
288.42;16194.064
288.54;15939.117
288.66;15686.191
288.78;15435.293
288.90;15168.272
289.02;14897.244
289.14;14628.658
289.26;14362.514
289.38;14098.817
289.50;13837.559
289.62;13578.738
289.74;13322.372
289.86;13045.071
289.98;12767.681
290.10;12493.276
290.22;12221.848
290.34;11953.399
290.46;11687.936
290.58;11425.449
290.70;11148.547
290.82;10863.979
290.94;10583.095
291.06;10305.893
291.18;10032.361
291.30;9762.512
291.42;9496.338
291.54;9205.213
291.66;8916.202
291.78;8631.798
291.90;8352.004
292.02;8076.817
292.14;7806.247
292.26;7511.627
292.38;7217.097
292.50;6928.456
292.62;6645.706
292.74;6368.851
292.86;6083.966
292.98;5781.403
293.10;5486.550
293.22;5199.420
293.34;4920.006
293.46;4626.169
293.58;4320.473
293.70;4025.230
293.82;3740.432
293.94;3451.660
294.06;3139.348
294.18;2841.842
294.30;2559.142
294.42;2249.886
294.54;1943.705
294.66;1659.911
294.78;1344.109
294.90;1045.846
295.02;740.738
295.14;447.077
295.26;138.149
295.38;0.000
295.50;0.000
295.62;0.000
295.74;0.000
295.86;0.000
295.98;0.000
296.10;0.000
296.22;0.000
296.34;0.000
296.46;0.000
296.58;0.000
296.70;0.000
296.82;0.000
296.94;0.000
297.06;0.000
297.18;0.000
297.30;0.000
297.42;0.000
297.54;0.000
297.66;0.000
297.78;0.000
297.90;0.000
298.02;0.000
298.14;0.000
298.26;0.000
298.38;0.000
298.50;0.000
298.62;0.000
298.74;0.000
298.86;0.000
298.98;0.000
299.10;0.000
299.22;0.000
299.34;0.000
299.46;0.000
299.58;0.000
299.70;0.000
299.82;0.000
299.94;0.000
300.06;0.000
300.18;0.000
300.30;0.000
300.42;0.000
300.54;0.000
300.66;0.000
300.78;0.000
300.90;0.000
301.02;0.000
301.14;0.000
301.26;0.000
301.38;0.000
301.50;0.000
301.62;0.000
301.74;0.000
301.86;0.000
301.98;0.000
302.10;0.000
302.22;0.000
302.34;0.000
302.46;0.000
302.58;0.000
302.70;0.000
302.82;0.000
302.94;0.000
303.06;0.000
303.18;0.000
303.30;0.000
303.42;0.000
303.54;0.000
303.66;0.000
303.78;0.000
303.90;0.000
304.02;0.000
304.14;0.000
304.26;0.000
304.38;0.000
304.50;0.000
304.62;0.000
304.74;0.000
304.86;0.000
304.98;0.000
305.10;138.149
305.22;447.077
305.34;740.738
305.46;1045.846
305.58;1344.109
305.70;1659.911
305.82;1943.705
305.94;2249.886
306.06;2559.142
306.18;2841.842
306.30;3139.348
306.42;3451.660
306.54;3740.432
306.66;4025.230
306.78;4320.473
306.90;4626.169
307.02;4920.006
307.14;5199.420
307.26;5486.550
307.38;5781.402
307.50;6083.966
307.62;6368.851
307.74;6645.706
307.86;6928.456
307.98;7217.097
308.10;7511.627
308.22;7806.247
308.34;8076.817
308.46;8352.004
308.58;8631.798
308.70;8916.202
308.82;9205.214
308.94;9496.338
309.06;9762.512
309.18;10032.361
309.30;10305.893
309.42;10583.095
309.54;10863.979
309.66;11148.547
309.78;11425.449
309.90;11687.936
310.02;11953.399
310.14;12221.848
310.26;12493.276
310.38;12767.681
310.50;13045.071
310.62;13322.373
310.74;13578.738
310.86;13837.559
310.98;14098.817
311.10;14362.514
311.22;14628.657
311.34;14897.244
311.46;15168.272
311.58;15435.293
311.70;15686.191
311.82;15939.117
311.94;16194.064
312.06;16451.032
312.18;16710.021
312.30;16971.039
312.42;17234.075
312.54;17499.135
312.66;17746.518
312.78;17992.010
312.90;18239.185
313.02;18488.042
313.14;18738.597
313.26;18990.827
313.38;19244.749
313.50;19500.352
313.62;19757.643
313.74;19997.342
313.86;20235.852
313.98;20475.783
314.10;20717.130
314.22;20959.885
314.34;21204.053
314.46;21449.639
314.58;21696.641
314.70;21945.056
314.82;22186.920
314.94;22417.317
315.06;22648.917
315.18;22881.707
315.30;23115.681
315.42;23350.850
315.54;23587.206
315.66;23824.751
315.78;24063.484
315.90;24303.413
316.02;24537.219
316.14;24759.780
316.26;24983.348
316.38;25207.910
316.50;25433.486
316.62;25660.066
316.74;25887.653
316.86;26116.239
316.98;26345.826
317.10;26576.422
317.22;26808.024
317.34;27024.444
317.46;27239.133
317.58;27454.687
317.70;27671.081
317.82;27888.330
317.94;28106.418
318.06;28325.365
318.18;28545.151
318.30;28765.804
318.42;28987.288
318.54;29209.628
318.66;29417.122
318.78;29623.064
318.90;29829.725
319.02;30037.111
319.14;30245.207
319.26;30454.024
319.38;30663.558
319.50;30873.810
319.62;31084.780
319.74;31296.464
319.86;31508.879
319.98;31714.690
320.10;31911.189
320.22;32108.298
320.34;32305.999
320.46;32504.323
320.58;32703.240
320.70;32902.776
320.82;33102.920
320.94;33303.660
321.06;33505.010
321.18;33706.973
321.30;33909.539
321.42;34103.844
321.54;34290.944
321.66;34478.552
321.78;34666.665
321.90;34855.303
322.02;35044.444
322.14;35234.092
322.26;35424.263
322.38;35614.942
322.50;35806.130
322.62;35997.835
322.74;36190.036
322.86;36379.168
322.98;36556.266
323.10;36733.794
323.22;36911.762
323.34;37090.158
323.46;37268.974
323.58;37448.218
323.70;37627.909
323.82;37808.011
323.94;37988.554
324.06;38169.534
324.18;38350.933
324.30;38532.764
324.42;38706.936
324.54;38873.958
324.66;39041.344
324.78;39209.068
324.90;39377.179
325.02;39545.633
325.14;39714.449
325.26;39883.618
325.38;40053.153
325.50;40223.058
325.62;40393.311
325.74;40563.931
325.86;40734.894
325.98;40899.627
326.10;41056.103
326.22;41212.879
326.34;41369.953
326.46;41527.321
326.58;41684.991
326.70;41842.959
326.82;42001.227
326.94;42159.791
327.06;42318.661
327.18;42477.823
327.30;42637.279
327.42;42797.055
327.54;42957.099
327.66;43102.691
327.78;43248.491
327.90;43394.558
328.02;43540.861
328.14;43687.400
328.26;43834.205
328.38;43981.237
328.50;44128.519
328.62;44276.054
328.74;44423.838
328.86;44571.854
328.98;44720.126
329.10;44868.649
329.22;45014.008
329.34;45148.542
329.46;45283.280
329.58;45418.211
329.70;45553.341
329.82;45688.679
329.94;45824.211
330.06;45959.956
330.18;46095.889
330.30;46232.025
330.42;46368.369
330.54;46504.899
330.66;46641.644
330.78;46778.588
330.90;46913.373
331.02;47036.540
331.14;47159.867
331.26;47283.356
331.38;47407.013
331.50;47530.826
331.62;47654.807
331.74;47778.945
331.86;47903.238
331.98;48027.701
332.10;48152.320
332.22;48277.113
332.34;48402.060
332.46;48527.163
332.58;48652.433
332.70;48766.479
332.82;48878.143
332.94;48989.933
333.06;49101.837
333.18;49213.879
