Height (mm);Total slice surface (mm²)
333.30;49326.044
333.42;49438.350
333.54;49550.766
333.66;49663.319
333.78;49776.002
333.90;49888.815
334.02;50001.746
334.14;50114.812
334.26;50227.997
334.38;50338.398
334.50;50438.168
334.62;50538.054
334.74;50638.035
334.86;50738.112
334.98;50838.281
335.10;50938.551
335.22;51038.936
335.34;51139.406
335.46;51239.967
335.58;51340.636
335.70;51441.407
335.82;51542.281
335.94;51643.240
336.06;51744.303
336.18;51840.344
336.30;51928.128
336.42;52015.977
336.54;52103.914
336.66;52191.930
336.78;52279.992
336.90;52368.150
337.02;52456.379
337.14;52544.678
337.26;52633.066
337.38;52721.509
337.50;52810.038
337.62;52898.640
337.74;52987.319
337.86;53076.059
337.98;53160.306
338.10;53235.899
338.22;53311.531
338.34;53387.222
338.46;53462.956
338.58;53538.753
338.70;53614.607
338.82;53690.516
338.94;53766.482
339.06;53842.484
339.18;53918.549
339.30;53994.673
339.42;54070.842
339.54;54147.084
339.66;54223.358
339.78;54297.970
339.90;54361.212
340.02;54424.492
340.14;54487.803
340.26;54551.155
340.38;54614.550
340.50;54677.974
340.62;54741.442
340.74;54804.936
340.86;54868.474
340.98;54932.048
341.10;54995.653
341.22;55059.304
341.34;55122.986
341.46;55186.707
341.58;55250.467
341.70;55304.257
341.82;55355.024
341.94;55405.839
342.06;55456.677
342.18;55507.505
342.30;55558.390
342.42;55609.285
342.54;55660.208
342.66;55711.151
342.78;55762.121
342.90;55813.108
343.02;55864.126
343.14;55915.162
343.26;55966.217
343.38;56017.308
343.50;56064.774
343.62;56102.956
343.74;56141.136
343.86;56179.346
343.98;56217.566
344.10;56255.799
344.22;56294.033
344.34;56332.280
344.46;56370.566
344.58;56408.843
344.70;56447.130
344.82;56485.446
344.94;56523.760
345.06;56562.092
345.18;56600.436
345.30;56638.803
345.42;56668.217
345.54;56693.742
345.66;56719.286
345.78;56744.813
345.90;56770.368
346.02;56795.919
346.14;56821.474
346.26;56847.055
346.38;56872.615
346.50;56898.187
346.62;56923.770
346.74;56949.362
346.86;56974.948
346.98;57000.554
347.10;57026.152
347.22;57051.193
347.34;57063.961
347.46;57076.735
347.58;57089.524
347.70;57102.306
347.82;57115.082
347.94;57127.868
348.06;57140.664
348.18;57153.444
348.30;57166.243
348.42;57179.048
348.54;57191.825
348.66;57204.628
348.78;57217.422
348.90;57230.227
349.02;57243.012
349.14;57251.293
349.26;57251.293
349.38;57251.292
349.50;57251.294
349.62;57251.294
349.74;57251.292
349.86;57251.293
349.98;57251.293
350.10;57251.293
350.22;57251.293
350.34;57251.292
350.46;57251.294
350.58;57251.294
350.70;57251.292
350.82;57251.293
350.94;57251.293
351.06;57243.012
351.18;57230.227
351.30;57217.422
351.42;57204.628
351.54;57191.825
351.66;57179.049
351.78;57166.243
351.90;57153.444
352.02;57140.664
352.14;57127.868
352.26;57115.083
352.38;57102.306
352.50;57089.524
352.62;57076.735
352.74;57063.961
352.86;57051.193
352.98;57026.152
353.10;57000.554
353.22;56974.949
353.34;56949.363
353.46;56923.770
353.58;56898.187
353.70;56872.615
353.82;56847.055
353.94;56821.474
354.06;56795.920
354.18;56770.368
354.30;56744.813
354.42;56719.286
354.54;56693.742
354.66;56668.217
354.78;56638.803
354.90;56600.436
355.02;56562.093
355.14;56523.760
355.26;56485.446
355.38;56447.130
355.50;56408.843
355.62;56370.565
355.74;56332.281
355.86;56294.033
355.98;56255.800
356.10;56217.566
356.22;56179.347
356.34;56141.136
356.46;56102.956
356.58;56064.774
356.70;56017.308
356.82;55966.217
356.94;55915.162
357.06;55864.126
357.18;55813.108
357.30;55762.121
357.42;55711.150
357.54;55660.208
357.66;55609.285
357.78;55558.390
357.90;55507.505
358.02;55456.677
358.14;55405.839
358.26;55355.024
358.38;55304.257
358.50;55250.467
358.62;55186.707
358.74;55122.986
358.86;55059.304
358.98;54995.653
359.10;54932.048
359.22;54868.474
359.34;54804.936
359.46;54741.442
359.58;54677.974
359.70;54614.550
359.82;54551.155
359.94;54487.803
360.06;54424.492
360.18;54361.212
360.30;54297.970
360.42;54223.358
360.54;54147.084
360.66;54070.842
360.78;53994.673
360.90;53918.549
361.02;53842.485
361.14;53766.482
361.26;53690.517
361.38;53614.607
361.50;53538.753
361.62;53462.956
361.74;53387.222
361.86;53311.531
361.98;53235.899
362.10;53160.306
362.22;53076.059
362.34;52987.319
362.46;52898.640
362.58;52810.038
362.70;52721.509
362.82;52633.066
362.94;52544.678
363.06;52456.379
363.18;52368.150
363.30;52279.992
363.42;52191.930
363.54;52103.914
363.66;52015.977
363.78;51928.128
363.90;51840.344
364.02;51744.303
364.14;51643.240
364.26;51542.281
364.38;51441.407
364.50;51340.636
364.62;51239.967
364.74;51139.406
364.86;51038.936
364.98;50938.551
365.10;50838.280
365.22;50738.112
365.34;50638.035
365.46;50538.054
365.58;50438.169
365.70;50338.398
365.82;50227.997
365.94;50114.812
366.06;50001.746
366.18;49888.815
366.30;49776.002
366.42;49663.319
366.54;49550.766
366.66;49438.350
366.78;49326.044
366.90;49213.879
367.02;49101.837
367.14;48989.933
367.26;48878.143
367.38;48766.479
367.50;48652.433
367.62;48527.163
367.74;48402.060
367.86;48277.113
367.98;48152.320
368.10;48027.701
368.22;47903.238
368.34;47778.945
368.46;47654.807
368.58;47530.825
368.70;47407.013
368.82;47283.356
368.94;47159.866
369.06;47036.540
369.18;46913.373
369.30;46778.588
369.42;46641.644
369.54;46504.899
369.66;46368.370
369.78;46232.025
369.90;46095.889
370.02;45959.956
370.14;45824.212
370.26;45688.679
370.38;45553.341
370.50;45418.211
370.62;45283.280
370.74;45148.542
370.86;45014.008
370.98;44868.655
371.10;44720.141
371.22;44571.878
371.34;44423.873
371.46;44276.108
371.58;44128.578
371.70;43981.295
371.82;43834.258
371.94;43687.479
372.06;43540.938
372.18;43394.634
372.30;43248.598
372.42;43102.793
372.54;42957.241
372.66;42797.169
372.78;42637.402
372.90;42477.934
373.02;42318.754
373.14;42159.878
373.26;42001.305
373.38;41843.020
373.50;41685.045
373.62;41527.363
373.74;41369.988
373.86;41212.910
373.98;41056.124
374.10;40899.631
374.22;40734.894
374.34;40563.931
374.46;40393.311
374.58;40223.058
374.70;40053.153
374.82;39883.618
374.94;39714.449
375.06;39545.633
375.18;39377.179
375.30;39209.068
375.42;39041.344
375.54;38873.958
375.66;38706.936
375.78;38532.764
375.90;38350.933
376.02;38169.534
376.14;37988.554
376.26;37808.011
376.38;37627.909
376.50;37448.218
376.62;37268.974
376.74;37090.158
376.86;36911.762
376.98;36733.794
377.10;36556.266
377.22;36379.168
377.34;36190.036
377.46;35997.835
377.58;35806.131
377.70;35614.942
377.82;35424.263
377.94;35234.092
378.06;35044.444
378.18;34855.303
378.30;34666.665
378.42;34478.552
378.54;34290.944
378.66;34103.844
378.78;33909.539
378.90;33706.973
379.02;33505.010
379.14;33303.660
379.26;33102.920
379.38;32902.776
379.50;32703.240
379.62;32504.323
379.74;32306.000
379.86;32108.298
379.98;31911.189
380.10;31714.690
380.22;31508.879
380.34;31296.464
380.46;31084.779
380.58;30873.810
380.70;30663.558
380.82;30454.024
380.94;30245.207
381.06;30037.110
381.18;29829.725
381.30;29623.064
381.42;29417.122
381.54;29209.628
381.66;28987.288
381.78;28765.804
381.90;28545.151
382.02;28325.365
382.14;28106.418
382.26;27888.330
382.38;27671.081
382.50;27454.687
382.62;27239.133
382.74;27024.444
382.86;26808.024
382.98;26576.422
383.10;26345.827
383.22;26116.239
383.34;25887.653
383.46;25660.066
383.58;25433.486
383.70;25207.910
383.82;24983.348
383.94;24759.780
384.06;24537.219
384.18;24303.413
384.30;24063.485
384.42;23824.751
384.54;23587.206
384.66;23350.850
384.78;23115.681
384.90;22881.706
385.02;22648.917
385.14;22417.317
385.26;22186.920
385.38;21945.056
385.50;21696.641
385.62;21449.639
385.74;21204.053
385.86;20959.885
385.98;20717.130
386.10;20475.783
386.22;20235.852
386.34;19997.342
386.46;19757.643
386.58;19500.352
386.70;19244.749
386.82;18990.827
386.94;18738.597
387.06;18488.042
387.18;18239.185
387.30;17992.010
387.42;17746.518
387.54;17499.135
387.66;17234.074
387.78;16971.039
387.90;16710.021
388.02;16451.032
388.14;16194.064
388.26;15939.117
388.38;15686.191
388.50;15435.293
388.62;15168.272
388.74;14897.244
388.86;14628.658
388.98;14362.514
389.10;14098.817
389.22;13837.559
389.34;13578.738
389.46;13322.372
389.58;13045.071
389.70;12767.681
389.82;12493.276
389.94;12221.848
390.06;11953.399
390.18;11687.936
390.30;11425.449
390.42;11148.547
390.54;10863.979
390.66;10583.095
390.78;10305.893
390.90;10032.361
391.02;9762.512
391.14;9496.338
391.26;9205.213
391.38;8916.202
391.50;8631.798
391.62;8352.004
391.74;8076.817
391.86;7806.247
391.98;7511.627
392.10;7217.097
392.22;6928.456
392.34;6645.706
392.46;6368.851
392.58;6083.966
392.70;5781.403
392.82;5486.550
392.94;5199.420
393.06;4920.006
393.18;4626.169
393.30;4320.473
393.42;4025.230
393.54;3740.432
393.66;3451.660
393.78;3139.348
393.90;2841.842
394.02;2559.142
394.14;2249.886
394.26;1943.705
394.38;1659.911
394.50;1344.109
394.62;1045.846
394.74;740.738
394.86;447.077
394.98;138.149
395.10;0.000
395.22;0.000
395.34;0.000
395.46;0.000
395.58;0.000
395.70;0.000
395.82;0.000
395.94;0.000
396.06;0.000
396.18;0.000
396.30;0.000
396.42;0.000
396.54;0.000
396.66;0.000
396.78;0.000
396.90;0.000
397.02;0.000
397.14;0.000
397.26;0.000
397.38;0.000
397.50;0.000
397.62;0.000
397.74;0.000
397.86;0.000
397.98;0.000
398.10;0.000
398.22;0.000
398.34;0.000
398.46;0.000
398.58;0.000
398.70;0.000
398.82;0.000
398.94;0.000
399.06;0.000
399.18;0.000
399.30;0.000
399.42;0.000
399.54;0.000
399.66;0.000
399.78;0.000
399.90;0.000
400.02;0.000
400.14;0.000
400.26;0.000
400.38;0.000
400.50;0.000
400.62;0.000
400.74;0.000
400.86;0.000
400.98;0.000
401.10;0.000
401.22;0.000
401.34;0.000
401.46;0.000
401.58;0.000
401.70;0.000
401.82;0.000
401.94;0.000
402.06;0.000
402.18;0.000
402.30;0.000
402.42;0.000
402.54;0.000
402.66;0.000
402.78;0.000
402.90;0.000
403.02;0.000
403.14;0.000
403.26;0.000
403.38;0.000
403.50;0.000
403.62;0.000
403.74;0.000
403.86;0.000
403.98;0.000
404.10;0.000
404.22;0.000
404.34;0.000
404.46;0.000
404.58;0.000
404.70;0.000
404.82;138.149
404.94;447.077
405.06;740.738
405.18;1045.846
405.30;1344.109
405.42;1659.911
405.54;1943.705
405.66;2249.886
405.78;2559.142
405.90;2841.842
406.02;3139.348
406.14;3451.660
406.26;3740.432
406.38;4025.230
406.50;4320.473
406.62;4626.169
406.74;4920.006
406.86;5199.420
406.98;5486.550
407.10;5781.402
407.22;6083.966
407.34;6368.851
407.46;6645.706
407.58;6928.456
407.70;7217.097
407.82;7511.627
407.94;7806.247
408.06;8076.817
408.18;8352.004
408.30;8631.798
408.42;8916.202
408.54;9205.214
408.66;9496.338
408.78;9762.512
408.90;10032.361
409.02;10305.893
409.14;10583.095
409.26;10863.979
409.38;11148.547
409.50;11425.449
409.62;11687.936
409.74;11953.399
409.86;12221.848
409.98;12493.276
410.10;12767.681
410.22;13045.071
410.34;13322.373
410.46;13578.738
410.58;13837.559
410.70;14098.817
410.82;14362.514
410.94;14628.657
411.06;14897.244
411.18;15168.272
411.30;15435.293
411.42;15686.191
411.54;15939.117
411.66;16194.064
411.78;16451.032
411.90;16710.021
412.02;16971.039
412.14;17234.075
412.26;17499.135
412.38;17746.518
412.50;17992.010
412.62;18239.185
412.74;18488.042
412.86;18738.597
412.98;18990.827
413.10;19244.749
413.22;19500.352
413.34;19757.643
413.46;19997.342
413.58;20235.852
413.70;20475.783
413.82;20717.130
413.94;20959.885
414.06;21204.053
414.18;21449.639
414.30;21696.641
414.42;21945.056
414.54;22186.920
414.66;22417.317
414.78;22648.917
414.90;22881.707
415.02;23115.681
415.14;23350.850
415.26;23587.206
415.38;23824.751
415.50;24063.484
415.62;24303.413
415.74;24537.219
415.86;24759.780
415.98;24983.348
416.10;25207.910
416.22;25433.486
416.34;25660.066
416.46;25887.653
416.58;26116.239
416.70;26345.826
416.82;26576.422
416.94;26808.024
417.06;27024.444
417.18;27239.133
417.30;27454.687
417.42;27671.081
417.54;27888.330
417.66;28106.418
417.78;28325.365
417.90;28545.151
418.02;28765.804
418.14;28987.288
418.26;29209.628
418.38;29417.122
418.50;29623.064
418.62;29829.725
418.74;30037.111
418.86;30245.207
418.98;30454.024
419.10;30663.558
419.22;30873.810
419.34;31084.780
419.46;31296.464
419.58;31508.879
419.70;31714.690
419.82;31911.189
419.94;32108.298
420.06;32305.999
420.18;32504.323
420.30;32703.240
420.42;32902.776
420.54;33102.920
420.66;33303.660
420.78;33505.010
420.90;33706.973
421.02;33909.539
421.14;34103.844
421.26;34290.944
421.38;34478.552
421.50;34666.665
421.62;34855.303
421.74;35044.444
421.86;35234.092
421.98;35424.263
422.10;35614.942
422.22;35806.130
422.34;35997.835
422.46;36190.036
422.58;36379.168
422.70;36556.266
422.82;36733.794
422.94;36911.762
423.06;37090.158
423.18;37268.974
423.30;37448.218
423.42;37627.909
423.54;37808.011
423.66;37988.554
423.78;38169.534
423.90;38350.933
424.02;38532.764
424.14;38706.936
424.26;38873.958
424.38;39041.344
424.50;39209.068
424.62;39377.179
424.74;39545.633
424.86;39714.449
424.98;39883.618
425.10;40053.153
425.22;40223.058
425.34;40393.311
425.46;40563.931
425.58;40734.894
425.70;40899.627
425.82;41056.103
425.94;41212.879
426.06;41369.953
426.18;41527.321
426.30;41684.991
426.42;41842.959
426.54;42001.227
426.66;42159.791
426.78;42318.661
426.90;42477.823
427.02;42637.279
427.14;42797.055
427.26;42957.099
427.38;43102.691
427.50;43248.491
427.62;43394.558
427.74;43540.861
427.86;43687.400
427.98;43834.205
428.10;43981.237
428.22;44128.519
428.34;44276.054
428.46;44423.838
428.58;44571.854
428.70;44720.126
428.82;44868.649
428.94;45014.008
429.06;45148.542
429.18;45283.280
429.30;45418.211
429.42;45553.341
429.54;45688.679
429.66;45824.211
429.78;45959.956
429.90;46095.889
430.02;46232.025
430.14;46368.369
430.26;46504.899
430.38;46641.644
430.50;46778.588
430.62;46913.373
430.74;47036.540
430.86;47159.867
430.98;47283.356
431.10;47407.013
431.22;47530.826
431.34;47654.807
431.46;47778.945
431.58;47903.238
431.70;48027.701
431.82;48152.320
431.94;48277.113
432.06;48402.060
432.18;48527.163
432.30;48652.433
432.42;48766.479
432.54;48878.143
432.66;48989.933
432.78;49101.837
432.90;49213.879
433.02;49326.044
433.14;49438.350
433.26;49550.766
433.38;49663.319
433.50;49776.002
433.62;49888.815
433.74;50001.746
433.86;50114.812
433.98;50227.997
434.10;50338.398
434.22;50438.168
434.34;50538.054
434.46;50638.035
434.58;50738.112
434.70;50838.281
434.82;50938.551
434.94;51038.936
435.06;51139.406
435.18;51239.967
435.30;51340.636
435.42;51441.407
435.54;51542.281
435.66;51643.240
435.78;51744.303
435.90;51840.344
436.02;51928.128
436.14;52015.977
436.26;52103.914
436.38;52191.930
436.50;52279.992
436.62;52368.150
436.74;52456.379
436.86;52544.678
436.98;52633.066
437.10;52721.509
437.22;52810.038
437.34;52898.640
437.46;52987.319
437.58;53076.059
437.70;53160.306
437.82;53235.899
437.94;53311.531
438.06;53387.222
438.18;53462.956
438.30;53538.753
438.42;53614.607
438.54;53690.516
438.66;53766.482
438.78;53842.484
438.90;53918.549
439.02;53994.673
439.14;54070.842
439.26;54147.084
439.38;54223.358
439.50;54297.970
439.62;54361.212
439.74;54424.492
439.86;54487.803
439.98;54551.155
440.10;54614.550
440.22;54677.974
440.34;54741.442
440.46;54804.936
440.58;54868.474
440.70;54932.048
440.82;54995.653
440.94;55059.304
441.06;55122.986
441.18;55186.707
441.30;55250.467
441.42;55304.257
441.54;55355.024
441.66;55405.839
441.78;55456.677
441.90;55507.505
442.02;55558.390
442.14;55609.285
442.26;55660.208
442.38;55711.151
442.50;55762.121
442.62;55813.108
442.74;55864.126
442.86;55915.162
442.98;55966.217
443.10;56017.308
443.22;56064.774
443.34;56102.956
443.46;56141.136
443.58;56179.346
443.70;56217.566
443.82;56255.799
443.94;56294.033
444.06;56332.280
444.18;56370.566
444.30;56408.843
444.42;56447.130
444.54;56485.446
444.66;56523.760
444.78;56562.092
444.90;56600.436
445.02;56638.803
445.14;56668.217
445.26;56693.742
445.38;56719.286
445.50;56744.813
445.62;56770.368
445.74;56795.919
445.86;56821.474
445.98;56847.055
446.10;56872.615
446.22;56898.187
446.34;56923.770
446.46;56949.362
446.58;56974.948
446.70;57000.554
446.82;57026.152
446.94;57051.193
447.06;57063.961
447.18;57076.735
447.30;57089.524
447.42;57102.306
447.54;57115.082
447.66;57127.868
447.78;57140.664
447.90;57153.444
448.02;57166.243
448.14;57179.048
448.26;57191.825
448.38;57204.628
448.50;57217.422
448.62;57230.227
448.74;57243.012
448.86;57251.293
448.98;57251.293
449.10;57251.292
449.22;57251.294
449.34;57251.294
449.46;57251.292
449.58;57251.293
449.70;57251.293
449.82;57251.293
449.94;57251.293
450.06;57251.292
450.18;57251.294
450.30;57251.294
450.42;57251.292
450.54;57251.293
450.66;57251.293
450.78;57243.012
450.90;57230.227
451.02;57217.422
451.14;57204.628
451.26;57191.825
451.38;57179.049
451.50;57166.243
451.62;57153.444
451.74;57140.664
451.86;57127.868
451.98;57115.083
452.10;57102.306
452.22;57089.524
452.34;57076.735
452.46;57063.961
452.58;57051.193
452.70;57026.152
452.82;57000.554
452.94;56974.949
453.06;56949.363
453.18;56923.770
453.30;56898.187
453.42;56872.615
453.54;56847.055
453.66;56821.474
453.78;56795.920
453.90;56770.368
454.02;56744.813
454.14;56719.286
454.26;56693.742
454.38;56668.217
454.50;56638.803
454.62;56600.436
454.74;56562.093
454.86;56523.760
454.98;56485.446
455.10;56447.130
455.22;56408.843
455.34;56370.565
455.46;56332.281
455.58;56294.033
455.70;56255.800
455.82;56217.566
455.94;56179.347
456.06;56141.136
456.18;56102.956
456.30;56064.774
456.42;56017.308
456.54;55966.217
456.66;55915.162
456.78;55864.126
456.90;55813.108
457.02;55762.121
457.14;55711.150
457.26;55660.208
457.38;55609.285
457.50;55558.390
457.62;55507.505
457.74;55456.677
457.86;55405.839
457.98;55355.024
458.10;55304.257
458.22;55250.467
458.34;55186.707
458.46;55122.986
458.58;55059.304
458.70;54995.653
458.82;54932.048
458.94;54868.474
459.06;54804.936
459.18;54741.442
459.30;54677.974
459.42;54614.550
459.54;54551.155
459.66;54487.803
459.78;54424.492
459.90;54361.212
460.02;54297.970
460.14;54223.358
460.26;54147.084
460.38;54070.842
460.50;53994.673
460.62;53918.549
460.74;53842.485
460.86;53766.482
460.98;53690.517
461.10;53614.607
461.22;53538.753
461.34;53462.956
461.46;53387.222
461.58;53311.531
461.70;53235.899
461.82;53160.306
461.94;53076.059
462.06;52987.319
462.18;52898.640
462.30;52810.038
462.42;52721.509
462.54;52633.066
462.66;52544.678
462.78;52456.379
462.90;52368.150
463.02;52279.992
463.14;52191.930
463.26;52103.914
463.38;52015.977
463.50;51928.128
463.62;51840.344
463.74;51744.303
463.86;51643.240
463.98;51542.281
464.10;51441.407
464.22;51340.636
464.34;51239.967
464.46;51139.406
464.58;51038.936
464.70;50938.551
464.82;50838.280
464.94;50738.112
465.06;50638.035
465.18;50538.054
465.30;50438.169
465.42;50338.398
465.54;50227.997
465.66;50114.812
465.78;50001.746
465.90;49888.815
466.02;49776.002
466.14;49663.319
466.26;49550.766
466.38;49438.350
466.50;49326.044
466.62;49213.879
466.74;49101.837
466.86;48989.933
466.98;48878.143
467.10;48766.479
467.22;48652.433
467.34;48527.163
467.46;48402.060
467.58;48277.113
467.70;48152.320
467.82;48027.701
467.94;47903.238
468.06;47778.945
468.18;47654.807
468.30;47530.825
468.42;47407.013
468.54;47283.356
468.66;47159.866
468.78;47036.540
468.90;46913.373
469.02;46778.588
469.14;46641.644
469.26;46504.899
469.38;46368.370
469.50;46232.025
469.62;46095.889
469.74;45959.956
469.86;45824.212
469.98;45688.679
470.10;45553.341
470.22;45418.211
470.34;45283.280
470.46;45148.542
470.58;45014.008
470.70;44868.655
470.82;44720.141
470.94;44571.878
471.06;44423.873
471.18;44276.108
471.30;44128.578
471.42;43981.295
471.54;43834.258
471.66;43687.479
471.78;43540.938
471.90;43394.634
472.02;43248.598
472.14;43102.793
472.26;42957.241
472.38;42797.169
472.50;42637.402
472.62;42477.934
472.74;42318.754
472.86;42159.878
472.98;42001.305
473.10;41843.020
473.22;41685.045
473.34;41527.363
473.46;41369.988
473.58;41212.910
473.70;41056.124
473.82;40899.631
473.94;40734.894
474.06;40563.931
474.18;40393.311
474.30;40223.058
474.42;40053.153
474.54;39883.618
474.66;39714.449
474.78;39545.633
474.90;39377.179
475.02;39209.068
475.14;39041.344
475.26;38873.958
475.38;38706.936
475.50;38532.764
475.62;38350.933
475.74;38169.534
475.86;37988.554
475.98;37808.011
476.10;37627.909
476.22;37448.218
476.34;37268.974
476.46;37090.158
476.58;36911.762
476.70;36733.794
476.82;36556.266
476.94;36379.168
477.06;36190.036
477.18;35997.835
477.30;35806.131
477.42;35614.942
477.54;35424.263
477.66;35234.092
477.78;35044.444
477.90;34855.303
478.02;34666.665
478.14;34478.552
478.26;34290.944
478.38;34103.844
478.50;33909.539
478.62;33706.973
478.74;33505.010
478.86;33303.660
478.98;33102.920
479.10;32902.776
479.22;32703.240
479.34;32504.323
479.46;32306.000
479.58;32108.298
479.70;31911.189
479.82;31714.690
479.94;31508.879
480.06;31296.464
480.18;31084.779
480.30;30873.810
480.42;30663.558
480.54;30454.024
480.66;30245.207
480.78;30037.110
480.90;29829.725
481.02;29623.064
481.14;29417.122
481.26;29209.628
481.38;28987.288
481.50;28765.804
481.62;28545.151
481.74;28325.365
481.86;28106.418
481.98;27888.330
482.10;27671.081
482.22;27454.687
482.34;27239.133
482.46;27024.444
482.58;26808.024
482.70;26576.422
482.82;26345.827
482.94;26116.239
483.06;25887.653
483.18;25660.066
483.30;25433.486
483.42;25207.910
483.54;24983.348
483.66;24759.780
483.78;24537.219
483.90;24303.413
484.02;24063.485
484.14;23824.751
484.26;23587.206
484.38;23350.850
484.50;23115.681
484.62;22881.706
484.74;22648.917
484.86;22417.317
484.98;22186.920
485.10;21945.056
485.22;21696.641
485.34;21449.639
485.46;21204.053
485.58;20959.885
485.70;20717.130
485.82;20475.783
485.94;20235.852
486.06;19997.342
486.18;19757.643
486.30;19500.352
486.42;19244.749
486.54;18990.827
486.66;18738.597
486.78;18488.042
486.90;18239.185
487.02;17992.010
487.14;17746.518
487.26;17499.135
487.38;17234.074
487.50;16971.039
487.62;16710.021
487.74;16451.032
487.86;16194.064
487.98;15939.117
488.10;15686.191
488.22;15435.293
488.34;15168.272
488.46;14897.244
488.58;14628.658
488.70;14362.514
488.82;14098.817
488.94;13837.559
489.06;13578.738
489.18;13322.372
489.30;13045.071
489.42;12767.681
489.54;12493.276
489.66;12221.848
489.78;11953.399
489.90;11687.936
490.02;11425.449
490.14;11148.547
490.26;10863.979
490.38;10583.095
490.50;10305.893
490.62;10032.361
490.74;9762.512
490.86;9496.338
490.98;9205.213
491.10;8916.202
491.22;8631.798
491.34;8352.004
491.46;8076.817
491.58;7806.247
491.70;7511.627
491.82;7217.097
491.94;6928.456
492.06;6645.706
492.18;6368.851
492.30;6083.966
492.42;5781.403
492.54;5486.550
492.66;5199.420
492.78;4920.006
492.90;4626.169
493.02;4320.473
493.14;4025.230
493.26;3740.432
493.38;3451.660
493.50;3139.348
493.62;2841.842
493.74;2559.142
493.86;2249.886
493.98;1943.705
494.10;1659.911
494.22;1344.109
494.34;1045.846
494.46;740.738
494.58;447.077
494.70;138.149
494.82;0.000
